ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
DE000DTR0CK8;DTG;DAIMLER TRUCK;Fahrzeugbau;Automobile & Zubehör;Deutschland;14.05.2024;EUR;41.59;eher positive;36.51;47.83;0.2225;niedrig;negativ;leicht unterbewertet;negativ;-0.1101;STOXX600;6.6;0.0946;0.1747;0.1006;0.3034;0.7886;1;neutral;55890;3775;0.0675;1.65;0.2405;0.7848;0.0878;0.0482
FR0000120644;BN;DANONE;Nahrungsmittel;Nahrungsmittel & Getränke;Frankreich;14.05.2024;EUR;59.4;positive;41.56;63.26;0.0123;niedrig;negativ;leicht unterbewertet;positiv;0.0329;STOXX600;14.4;0.1021;0.054;0.0958;0.3636;0.4295;3;positiv;27581;873;0.0317;0.93;0.2414;0.62;0.0901;0.0369
DK0010274414;DANSKE;DANSKE BANK;Banken;Geldinstitute;Dänemark;14.05.2024;DKK;193.85;eher positive;23.89;217.37;0.0746;niedrig;negativ;leicht unterbewertet;negativ;-0.079;STOXX600;7.4;0.0508;0.121;0.3563;0.0466;1.133;1;positiv;148030;21262;0.1436;0.85;0.2342;0.0393;NULL;0.0793
FR0014004L86;AM;DASSAULT AVIATION;Luftfahrt & Verteidigung;Industrie;Frankreich;14.05.2024;EUR;209;positive;17.64;230.4;0.1663;mittel;negativ;stark unterbewertet;positiv;-0.012;STOXX600;11.5;0.1483;0.1208;0.123;0.2445;0.4055;2;positiv;4805;693;0.1442;1.07;0.0088;0.2046;0.1806;0.0191
FR0014003TT8;DSY;DASSAULT SYSTEMES;Software;Technologie;Frankreich;14.05.2024;EUR;38.17;eher positive;54.68;42.3;-0.1371;niedrig;positiv;leicht überbewertet;negativ;-0.06;STOXX600;24.2;0.1692;0.1341;0.2379;0.5358;0.1347;1;neutral;5951;1051;0.1766;1.61;0.1767;0.407;0.2732;0.0075
NL0015435975;CPR;DAVIDE CAMPARI MILANO;Wein & Spirituosen;Nahrungsmittel & Getränke;Italien;14.05.2024;EUR;9.77;neutral;12.29;10.37;-0.0438;mittel;positiv;leicht überbewertet;positiv;0.0727;STOXX600;22.7;0.1667;0.113;0.2145;0.4382;0.253;3;positiv;2919;331;0.1134;1.98;0.2707;0.4372;0.151;0.0073
IE0002424939;DCC;DCC;Öl & Gas Produzenten;Energie;Grossbritannien ;14.05.2024;GBp;5770;positive;7.33;6419.15;-0.0014;niedrig;negativ;stark unterbewertet;positiv;0.0034;STOXX600;11.2;0.0901;0.1122;0.0251;0.3026;0.6392;3;positiv;22205;334;0.015;1.28;0.2245;2.2564;0.0299;0.0362
GB00BNC5T391;ROO;DELIVEROO PLC;Internet;Technologie;Grossbritannien ;14.05.2024;GBP;136.1;neutral;2.72;124.3;0.0666;mittel;negativ;leicht unterbewertet;positiv;0.0209;STOXX600;18.1;1.5778;-0.0625;-0.0111;0.4978;0.2722;3;neutral;2030;-32;-0.0158;2.1;0.0427;1.9863;0.0207;0
DE000A2E4K43;DHER;DELIVERY HERO;Nahrungsmittel;Einzel- & Grosshandel;Deutschland;14.05.2024;EUR;31.99;neutral;9.5;28.48;0.2791;hoch;positiv;leicht unterbewertet;positiv;-0.016;STOXX600;18.4;0.9944;-1.3895;-0.0856;0.1533;0.2449;3;positiv;9942;-2298;-0.2311;0.96;0.4854;0.9215;-0.1833;0
DK0060738599;WDH;DEMANT;Medizinische Geräte;Gesundheitswesen;Dänemark;14.05.2024;DKK;323.2;eher positive;9.97;362.38;0.0919;niedrig;negativ;fairer Preis;negativ;-0.0193;STOXX600;17.1;0.1765;0.1939;0.1819;0.303;0.1418;1;positiv;22549;1795;0.0796;1.37;0.3999;0.7382;0.1388;0
GB0002652740;DWV;DERWENT LONDON;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;14.05.2024;GBp;2204;neutral;3.12;2345.98;-0.0661;mittel;positiv;fairer Preis;positiv;0.0588;STOXX600;19.5;0.1163;-0.1358;0.5721;0.6979;1.3243;4;positiv;268;-476;-1.7761;NULL;0.2521;0.0533;NULL;0.037
DE0005140008;DBK;DEUTSCHE BANK;Banken;Geldinstitute;Deutschland;14.05.2024;EUR;16.03;positive;34;17.23;0.2965;niedrig;positiv;leicht unterbewertet;positiv;0.0515;STOXX600;5.5;0.0876;0.0663;0.2137;0.0491;2.6182;4;positiv;60635;4274;0.0705;0.87;0.0897;0.0462;0.1025;0.0498
DE0005810055;DB1;DEUTSCHE BOERSE;Wertpapierdienstleistungen;Finanzdienstleistungen;Deutschland;14.05.2024;EUR;180.25;eher positive;36.24;199.6;-0.0335;niedrig;positiv;fairer Preis;negativ;-0.0823;STOXX600;15.5;0.105;0.1784;0.3401;0.0406;0.2799;2;positiv;7836;1724;0.22;NULL;0.0314;0.0329;0.2681;0.0225
DE0008232125;LHA;DEUTSCHE LUFTHANSA;Fluggesellschaften;Reisen & Freizeit;Deutschland;14.05.2024;EUR;6.85;neutral;8.8;7.36;-0.1494;mittel;negativ;leicht unterbewertet;positiv;0.0076;STOXX600;4.2;0.0726;0.1732;0.0721;0.2092;1.003;2;neutral;35442;1673;0.0472;0.79;0.2395;0.7678;0.1124;0.045
DE0005552004;DPW;DEUTSCHE POST;Transportdienstleistungen;Industrie;Deutschland;14.05.2024;EUR;39.39;positive;51.22;43.04;-0.1218;mittel;negativ;stark unterbewertet;positiv;0.0316;STOXX600;10.4;0.1068;0.1636;0.0714;0.3206;0.4243;3;positiv;81758;3677;0.045;0.95;0.2511;1.166;0.0997;0.0478
DE0005557508;DTE;DEUTSCHE TELEKOM;Integrale Telekommunikation;Telekommunikation;Deutschland;14.05.2024;EUR;22.01;positive;118.14;23.73;0.012;niedrig;positiv;stark unterbewertet;positiv;0.0067;STOXX600;9.7;0.1077;0.3125;0.2194;0.1816;0.5257;4;positiv;111970;17788;0.1589;1.01;0.407;0.3572;0.366;0.0401
GB0002374006;DEO;DIAGEO;Wein & Spirituosen;Nahrungsmittel & Getränke;Grossbritannien ;14.05.2024;GBp;2839;eher positive;78.93;3120.6;-0.006;niedrig;positiv;fairer Preis;negativ;-0.0127;STOXX600;17.4;0.11;0.4774;0.3426;0.2196;0.1032;2;positiv;17113;3734;0.2182;1.63;0.426;0.4804;0.2472;0.0296
IT0003492391;DIA;DIASORIN;Biotechnologie;Gesundheitswesen;Italien;14.05.2024;EUR;103.2;neutral;5.99;88.81;0.1068;mittel;negativ;stark überbewertet;positiv;0.1578;STOXX600;19;0.1442;0.1039;0.2111;0.4791;0.3093;2;positiv;1148;160;0.1394;3.07;0.3372;0.3575;0.2584;0.0094
PLDINPL00011;DNP;DINO POLSKA SA;Nahrungsmittel;Einzel- & Grosshandel;Polen;14.05.2024;PLN;387.8;neutral;9.67;357.75;-0.1582;mittel;negativ;stark unterbewertet;negativ;0.0282;STOXX600;19.3;0.2164;0.2507;0.0727;0.5401;0.1241;2;positiv;25666;1405;0.0547;0.84;0.0843;2.4732;0.0687;0
GB0001826634;DPLM;DIPLOMA;Industrielieferanten;Industrie;Grossbritannien ;14.05.2024;GBp;4086;neutral;6.83;4239.23;0.1407;mittel;positiv;stark überbewertet;positiv;0.1127;STOXX600;21.1;0.1563;0.1314;0.1635;0.5538;0.2225;3;positiv;1200;118;0.0983;2.06;0.2362;0.7422;0.1624;0.015
CH0126673539;DKSH;DKSH HOLDING;Dienstleister für Unternehmen;Industrie;Schweiz ;14.05.2024;CHF;61.6;positive;4.46;67.69;0.0548;niedrig;positiv;leicht unterbewertet;positiv;-0.026;STOXX600;15.7;0.1176;0.1079;0.0271;0.3083;0.4447;3;positiv;11066;182;0.0164;1.4;0.1265;2.0226;0.0284;0.0379
NO0010161896;DNBNOR;DNB BANK;Banken;Geldinstitute;Norwegen;14.05.2024;NOK;203.6;positive;29.44;216.83;-0.0574;niedrig;negativ;stark unterbewertet;positiv;-0.0122;STOXX600;9;0.0289;0.1544;0.4978;0.0718;0.7543;2;positiv;184356;38166;0.207;0.78;0.2192;0.0536;NULL;0.0803
GB00B1VNSX38;DRX;DRAX GROUP;Stromversorger;Versorger;Grossbritannien ;14.05.2024;GBp;538;eher negative;2.64;433.28;0.0986;hoch;negativ;stark überbewertet;positiv;0.0513;STOXX600;8.5;-0.0483;0.2852;0.0997;0.3264;1.0463;2;positiv;7842;562;0.0717;1.12;0.2106;1.2988;0.1006;0.0487
CH1216478797;DSFIR;DSM-FIRMENICH LTD;Spezialitäten-Chemie;Chemie;Holland;14.05.2024;EUR;105.4;neutral;29.91;96.55;0.1457;mittel;positiv;leicht unterbewertet;positiv;0.0327;STOXX600;24.5;0.2581;-0.0285;0.0027;0.6636;0.9386;4;neutral;10627;-652;-0.0614;1.96;0.1192;0.3079;0.0616;0.0238
DK0060079531;DSV;DSV;Transportdienstleistungen;Industrie;Dänemark;14.05.2024;DKK;1044.5;neutral;30.86;1135.5;-0.1189;mittel;negativ;fairer Preis;negativ;-0.102;STOXX600;14.8;0.1252;0.1792;0.12;0.467;0.277;1;positiv;149916;12315;0.0821;1.11;0.2321;1.0191;NULL;0.0069
DE000ENAG999;EOAN;E ON SE;Multiversorger;Versorger;Deutschland;14.05.2024;EUR;13.04;positive;37.13;13.89;0.0733;niedrig;positiv;fairer Preis;positiv;0.0145;STOXX600;11.7;0.0389;0.0366;0.1932;0.1135;0.4448;4;positiv;93686;517;0.0055;0.81;0.2479;0.7534;0.0411;0.0427
GB00B7KR2P84;EZJ;EASYJET;Fluggesellschaften;Reisen & Freizeit;Grossbritannien ;14.05.2024;GBp;525;neutral;4.97;589.43;0.0294;mittel;positiv;leicht unterbewertet;negativ;-0.0363;STOXX600;6.4;0.107;0.1163;0.0853;0.2832;0.8661;2;neutral;8171;324;0.0397;1;0.227;0.8303;0.122;0.0267
FR0010908533;EDEN;EDENRED SE;Dienstleister für Unternehmen;Industrie;Frankreich;14.05.2024;EUR;47.83;positive;12.89;54.46;-0.1165;mittel;positiv;stark unterbewertet;positiv;0.038;STOXX600;16.6;0.1889;0.3932;0.3358;-0.0511;-0.0504;4;positiv;2311;267;0.1155;0.92;0.2728;0.1738;0.199;0.0259
PTEDP0AM0009;EDP;EDP ENERGIAS DE PORTUGAL;Stromversorger;Versorger;Portugal;14.05.2024;EUR;3.79;positive;16.77;4.04;-0.1668;niedrig;positiv;stark unterbewertet;positiv;0.0745;STOXX600;12.2;0.0599;0.0824;0.1679;0.2038;0.6095;4;positiv;16202;952;0.0588;1.07;0.3182;0.2858;NULL;0.0527
ES0127797019;EDPR;EDP RENOVAVEIS;Strom Alternativ;Versorger;Spanien;14.05.2024;EUR;14.63;neutral;15.79;13.42;-0.2103;mittel;negativ;stark unterbewertet;positiv;0.1002;STOXX600;25.3;0.2656;0.0279;0.5338;0.3682;0.5832;3;positiv;2239;309;0.138;0.65;0.2345;0.0745;NULL;0.0138
FR0000130452;FGR;EIFFAGE;Anlagenbau;Baugewerbe & Werkstoffe;Frankreich;14.05.2024;EUR;106.5;positive;11;113.42;0.0977;mittel;positiv;stark unterbewertet;positiv;0.0487;STOXX600;8.5;0.0726;0.1569;0.1115;0.1707;0.7077;4;positiv;22369;1013;0.0453;1;0.3526;0.5914;0.1081;0.0401
BE0003822393;ELI;ELIA GROUP;Stromversorger;Versorger;Belgien;14.05.2024;EUR;95.49;positive;7.92;106.63;-0.1103;mittel;negativ;leicht unterbewertet;positiv;0.0314;STOXX600;16.5;0.1451;0.0709;0.1837;0.2358;0.5491;3;positiv;3843;324;0.0843;0.67;0.5039;0.1982;0.2295;0.0204
FR0012435121;ELIS;ELIS;Dienstleister für Unternehmen;Industrie;Frankreich;14.05.2024;EUR;22.44;positive;5.7;23.96;0.1879;mittel;positiv;leicht unterbewertet;positiv;0.0817;STOXX600;10.8;0.0843;0.0755;0.1186;0.3736;0.7865;4;positiv;4309;263;0.061;0.83;0.3384;0.4633;0.2645;0.0216
FI0009007884;ELISA;ELISA;Integrale Telekommunikation;Telekommunikation;Finnland;14.05.2024;EUR;42.04;positive;7.25;47.02;0.0041;niedrig;positiv;stark unterbewertet;positiv;-0.0075;STOXX600;16.1;0.0996;0.2908;0.2249;0.413;0.1922;3;positiv;2181;375;0.1719;0.98;0.3407;0.6978;0.2978;0.0568
CH0016440353;EMSN;EMS-CHEMIE HOLDING;Spezialitäten-Chemie;Chemie;Schweiz ;14.05.2024;CHF;769;neutral;19.75;797.84;0.1292;mittel;positiv;leicht überbewertet;positiv;0.0622;STOXX600;32.2;0.203;0.2627;0.2255;0.8037;0.1094;3;neutral;2189;458;0.2092;4.69;0.0021;1.0101;0.2317;0.0228
ES0130960018;ENG;ENAGAS;Gasversorger;Versorger;Spanien;14.05.2024;EUR;14.34;eher positive;4.06;15.07;-0.0606;niedrig;negativ;fairer Preis;positiv;0.0104;STOXX600;16.6;0.0227;0.1148;0.4394;0.3507;0.7481;3;positiv;914;343;0.3753;1.04;0.3969;0.1075;0.6736;0.0697
ES0130670112;ELE;ENDESA;Stromversorger;Versorger;Spanien;14.05.2024;EUR;17.95;positive;20.38;19.12;-0.0274;niedrig;positiv;leicht unterbewertet;positiv;0.0054;STOXX600;10.1;0.1654;0.1057;0.201;0.17;0.3591;4;positiv;25070;742;0.0296;0.85;0.2334;0.6073;0.1001;0.0633
IT0003128367;ENEL;ENEL;Stromversorger;Versorger;Italien;14.05.2024;EUR;6.71;positive;74.06;7.15;-0.0024;niedrig;positiv;leicht unterbewertet;positiv;0.1107;STOXX600;9.8;0.1574;0.1503;0.1977;0.1291;0.3687;4;positiv;91374;3788;0.0415;0.79;0.3465;0.468;0.111;0.0681
FR0010208488;ENGI;ENGIE;Multiversorger;Versorger;Frankreich;14.05.2024;EUR;15.79;positive;40.98;16.81;-0.0084;niedrig;positiv;stark unterbewertet;positiv;0.0551;STOXX600;9.8;0.0058;0.0798;0.0802;0.137;0.6918;4;positiv;82565;2128;0.0258;0.99;0.2123;0.4242;0.1592;0.0743
IT0003132476;ENI;ENI;Öl & Gas Produzenten;Energie;Italien;14.05.2024;EUR;15.18;eher positive;53.49;16.16;-0.0112;niedrig;positiv;stark unterbewertet;negativ;-0.0677;STOXX600;6.5;0.0303;0.0992;0.1101;0.3287;0.9737;2;positiv;93717;4771;0.0509;1.3;0.2118;0.6403;0.1307;0.0669
IM00B5VQMV65;GVC;ENTAIN;Glücksspiel;Reisen & Freizeit;Grossbritannien ;14.05.2024;GBp;783.8;eher negative;6.24;698.93;-0.2116;hoch;negativ;leicht unterbewertet;negativ;-0.0776;STOXX600;10.9;0.213;-0.4094;0.1149;0.209;0.3571;1;neutral;4770;-929;-0.1948;0.56;0.2994;0.4396;-0.0781;0.0243
SE0015658109;EPI;EPIROC AB;Gewerbefahrzeuge;Industrie;Schweden ;14.05.2024;SEK;216.6;eher positive;23.33;229.97;0.0712;niedrig;positiv;leicht überbewertet;positiv;-0.0189;STOXX600;22.2;0.1548;0.2561;0.2185;0.5432;0.2229;2;positiv;60343;9431;0.1563;2.42;0.1744;0.8902;0.2004;0.0187
SE0012853455;EQT;EQT AB;Vermögensverwalter;Finanzdienstleistungen;Schweden ;14.05.2024;SEK;335.3;neutral;37.59;307.72;0.1765;mittel;positiv;stark unterbewertet;positiv;0.0059;STOXX600;16.9;0.209;0.0223;0.3421;0.652;0.1979;3;positiv;23918;1492;0.0624;NULL;0.2294;0.2333;0.263;0.0135
NO0010096985;STL;EQUINOR;Öl & Gas Produzenten;Energie;Norwegen;14.05.2024;NOK;309.05;positive;85.32;339.2;-0.0407;niedrig;positiv;stark unterbewertet;positiv;-0.048;STOXX600;8.3;0.0386;0.2551;0.3618;0.3377;0.5191;3;positiv;1129433;125630;0.1112;1.71;0.1708;0.7746;0.2108;0.0739
SE0000108656;ERICB;ERICSSON B;Telekommunikationsausrüstung;Technologie;Schweden ;14.05.2024;SEK;61.92;neutral;18.04;64.24;-0.0189;mittel;negativ;leicht unterbewertet;positiv;0.1137;STOXX600;10.1;0.3064;-0.268;0.0725;0.3322;0.5096;3;neutral;263351;-26446;-0.1004;1.2;0.1159;0.8866;0.0619;0.0448
AT0000652011;EBS;ERSTE GROUP BANK;Banken;Geldinstitute;Oesterreich;14.05.2024;EUR;45.9;positive;19.51;48.88;0.2497;niedrig;positiv;stark unterbewertet;positiv;0.0549;STOXX600;6.7;0.0301;0.1507;0.2141;0.0569;1.3121;4;positiv;23191;2899;0.125;0.23;0.1726;0.0686;0.1523;0.0626
FR0000121667;EL;ESSILORLUXOTTICA;Medizinische Geräte;Gesundheitswesen;Frankreich;14.05.2024;EUR;205.5;positive;100.52;218.86;0.1316;niedrig;positiv;fairer Preis;positiv;0.0004;STOXX600;23.1;0.208;0.0599;0.1324;0.6318;0.4658;4;positiv;25395;2289;0.0901;1;0.148;0.4196;0.2054;0.0206
SE0009922164;ESSITYB;ESSITY AB;Produkte für den privaten Bedarf;Privat- & Haushaltswaren;Schweden ;14.05.2024;SEK;280;positive;18.15;298.2;0.12;mittel;positiv;leicht unterbewertet;positiv;0.076;STOXX600;12.5;0.1017;0.1349;0.1073;0.349;0.4418;4;neutral;147147;9554;0.0649;1.02;0.2233;0.7249;0.1134;0.0292
FR0000121121;RF;EURAZEO;Spezialfinanz;Finanzdienstleistungen;Frankreich;14.05.2024;EUR;82.3;positive;6.77;93.06;0.1454;niedrig;positiv;stark unterbewertet;positiv;0.0007;STOXX600;7.6;0.0634;0.2252;0.8501;0.8296;1.532;4;positiv;2250;1824;0.8107;NULL;0.0163;0.2304;0.812;0.0315
FR0014000MR3;ERF;EUROFINS SCIENTIFIC;Gesundheitsdienstleister;Gesundheitswesen;Frankreich;14.05.2024;EUR;58.2;neutral;11.96;63.09;-0.0132;mittel;positiv;fairer Preis;negativ;-0.0593;STOXX600;14;0.1411;0.0761;0.0855;0.3745;0.36;2;positiv;6515;310;0.0476;1.45;0.3973;0.5983;0.1496;0.0107
NL0006294274;ENX;EURONEXT;Wertpapierdienstleistungen;Finanzdienstleistungen;Holland;14.05.2024;EUR;84.3;eher positive;9.98;93.01;0.0718;niedrig;negativ;leicht unterbewertet;positiv;-0.0669;STOXX600;12.5;0.0952;0.1302;0.7019;0.0205;0.4839;2;positiv;2218;514;0.2317;NULL;0.016;0.0115;0.3082;0.0326
SE0012673267;EVO;EVOLUTION;Internet;Technologie;Schweden ;14.05.2024;SEK;1195;neutral;24.31;1347.01;-0.006;mittel;positiv;stark unterbewertet;negativ;-0.0883;STOXX600;13.9;0.1428;0.2756;0.6386;0.8055;0.1744;2;neutral;20643;12290;0.5954;3.07;0.0132;0.3728;0.6647;0.0288
DE000EVNK013;EVK;EVONIK INDUSTRIES;Spezialitäten-Chemie;Chemie;Deutschland;14.05.2024;EUR;20.7;positive;10.4;22.05;0.1189;niedrig;positiv;leicht unterbewertet;positiv;0.0639;STOXX600;10.9;0.1916;-0.0522;-0.0107;0.419;1.0335;4;neutral;15267;-465;-0.0305;1.45;0.155;0.718;0.0415;0.0565
GB00B19NLV48;EXPN;EXPERIAN;Informatik Dienstleister;Technologie;Grossbritannien ;14.05.2024;GBp;3470;eher positive;39.31;3725.31;0.0837;niedrig;positiv;leicht überbewertet;positiv;0.0155;STOXX600;24.5;0.1761;0.2014;0.2417;0.3617;0.1309;3;neutral;5500;640;0.1164;0.78;0.3629;0.626;0.2182;0.0148
SE0017832488;BALDB;FASTIGHETS AB BALDER;Immobilienbesitz & Entwicklung;Finanzdienstleistungen;Schweden ;14.05.2024;SEK;73.46;neutral;7.9;79.16;0.0271;mittel;positiv;stark überbewertet;positiv;0.0539;STOXX600;12;0.0826;-0.082;0.6988;0.3244;1.0592;3;positiv;11944;-6746;-0.5648;NULL;0.4895;0.0471;-0.5589;0
FR0013451333;FDJU;FDJ UNITED;Glücksspiel;Reisen & Freizeit;Frankreich;14.05.2024;EUR;34.32;eher positive;7.08;37.6;0.0451;niedrig;negativ;stark unterbewertet;negativ;-0.0571;STOXX600;13.4;0.0952;0.3969;0.2189;0.2826;0.1711;1;neutral;2621;425;0.1622;0.78;0.1018;0.6915;0.2101;0.055
NL0011585146;RACE;FERRARI;Fahrzeugbau;Automobile & Zubehör;Italien;14.05.2024;EUR;380.6;neutral;99.5;410.39;0.2471;mittel;positiv;leicht überbewertet;negativ;-0.0445;STOXX600;39.6;0.2534;0.409;0.2734;0.3802;0.0556;1;neutral;5970;1252;0.2097;1.43;0.2157;0.7415;0.3207;0.0071
NL0015001FS8;FER;FERROVIAL;Anlagenbau;Baugewerbe & Werkstoffe;Spanien;14.05.2024;EUR;36.58;positive;27.71;38.96;0.1078;niedrig;positiv;fairer Preis;positiv;0.0321;STOXX600;40.7;0.2815;0.1221;0.1105;0.1431;0.1548;4;positiv;8514;460;0.054;1.21;0.4014;0.3235;0.1011;0.0209
IT0000072170;FBK;FINECOBANK;Banken;Geldinstitute;Italien;14.05.2024;EUR;15.24;positive;9.97;16.39;0.1218;niedrig;positiv;fairer Preis;positiv;0.0565;STOXX600;15.3;0.0785;0.2775;0.4974;0.0659;0.2646;4;positiv;1792;609;0.3398;0.15;0.0258;0.0538;0.355;0.047
DK0010234467;FLS;FLSMIDTH & CO A/S;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Dänemark;14.05.2024;DKK;383.2;positive;3.1;408.11;0.3343;niedrig;positiv;leicht unterbewertet;positiv;0.0226;STOXX600;12.8;0.2161;0.0458;0.0448;0.4019;0.6663;4;positiv;24106;497;0.0206;1.08;0.0653;0.8925;NULL;0.0212
CH0319416936;FHZN;FLUGHAFEN ZURICH;Transportwesen;Industrie;Schweiz ;14.05.2024;CHF;190.7;eher positive;6.47;203.94;0.086;niedrig;negativ;fairer Preis;negativ;-0.0005;STOXX600;15.7;0.1075;0.1085;0.3207;0.5478;0.5201;1;positiv;1236;304;0.246;1.59;0.242;0.2415;0.4561;0.0306
FI0009007132;FORTUM;FORTUM;Strom Alternativ;Versorger;Finnland;14.05.2024;EUR;13.88;positive;13.2;14.78;0.0628;niedrig;positiv;fairer Preis;positiv;0.0964;STOXX600;15.9;0.019;0.1794;0.2506;0.4503;0.7201;4;positiv;6711;1514;0.2256;1.98;0.244;0.3581;0.2791;0.0679
DE000A0Z2ZZ5;FNTN;FREENET;Integrale Telekommunikation;Telekommunikation;Deutschland;14.05.2024;EUR;24;eher positive;3.08;26.23;-0.0529;niedrig;positiv;leicht unterbewertet;negativ;-0.0609;STOXX600;9;0.0862;0.1073;0.102;0.4219;0.4781;2;positiv;2627;155;0.059;0.66;0.152;0.7694;0.1541;0.0777
DE0005785604;FRE;FRESENIUS;Gesundheitsdienstleister;Gesundheitswesen;Deutschland;14.05.2024;EUR;28.65;positive;17.26;30.99;0.0207;niedrig;positiv;leicht unterbewertet;positiv;0.0946;STOXX600;7.6;0.1033;-0.0313;0.061;0.4196;1.2017;4;positiv;22299;-594;-0.0266;1.34;0.2926;0.4924;0.0396;0.035
DE0005785802;FME;FRESENIUS MED.CARE;Gesundheitsdienstleister;Gesundheitswesen;Deutschland;14.05.2024;EUR;41.15;positive;12.82;46.27;0.084;mittel;positiv;leicht unterbewertet;positiv;0.1286;STOXX600;10.1;0.1336;0.0366;0.083;0.4014;1.2229;4;positiv;19454;499;0.0257;1.4;0.3091;0.5734;0.1085;0.0296
GB00B2QPKJ12;FRES;FRESNILLO;Platin & Edelmetalle;Rohstoffe;Grossbritannien ;14.05.2024;GBp;575.5;neutral;5.35;496.47;-0.0318;mittel;positiv;stark überbewertet;positiv;-0.1028;STOXX600;18.6;0.1105;0.0636;0.0775;0.6574;0.6755;2;positiv;2177;188;0.0864;4.14;0.1519;0.4837;0.2718;0.0219
CY0200352116;FRO;FRONTLINE (OSL);Bohranlagen & Dienstleistungen;Energie;Norwegen;14.05.2024;NOK;288;neutral;5.92;261.76;0.4194;mittel;positiv;leicht unterbewertet;positiv;0.0326;STOXX600;8.3;0.0494;0.2999;0.4575;0.3872;0.5103;4;positiv;19050;6939;0.3643;1.78;0.5433;0.3189;0.4924;0.1098
DE000A3E5D64;FPE3;FUCHS PETROLUB AG;Spezialitäten-Chemie;Chemie;Deutschland;14.05.2024;EUR;42.96;eher positive;5.68;47.2;0.066;niedrig;negativ;leicht unterbewertet;positiv;-0.0763;STOXX600;15;0.1266;0.1567;0.1186;0.7371;0.6712;2;neutral;3541;282;0.0796;2.37;0.0115;1.45;0.1073;0.0274
CH0360674466;GALE;GALENICA SANTE;Apotheken;Einzel- & Grosshandel;Schweiz ;14.05.2024;CHF;71.3;eher positive;3.87;76.36;-0.0199;niedrig;positiv;fairer Preis;negativ;-0.0233;STOXX600;18.3;0.1183;0.1939;0.0518;0.4837;0.4059;2;positiv;3746;285;0.0761;1.34;0.215;1.2313;0.1037;0.032
PTGAL0AM0009;GALP;GALP ENERGIA;Öl & Gas Produzenten;Energie;Portugal;14.05.2024;EUR;19.91;eher positive;16.73;20.91;0.4925;niedrig;positiv;fairer Preis;positiv;0.1797;STOXX600;14.6;0.0873;0.2817;0.1299;0.2655;0.4622;4;positiv;20769;1242;0.0598;1.54;0.2751;1.2507;0.1054;0.0285
GB0003718474;GAW;GAMES WORKSHOP;Spielzeuge;Privat- & Haushaltswaren;Grossbritannien ;14.05.2024;GBp;10030;positive;4.15;11518.83;0.0162;mittel;positiv;leicht unterbewertet;positiv;-0.0142;STOXX600;17.4;0.1397;0.5729;0.3743;0.7194;0.0757;3;neutral;471;135;0.2866;3.61;0.1224;1.4406;0.37;0.0434
DE0006602006;G1A;GEA GROUP;Sonstige Industrieprodukte;Industrie;Deutschland;14.05.2024;EUR;38.04;positive;7.07;41.37;0.0093;niedrig;negativ;leicht unterbewertet;positiv;0.0031;STOXX600;12.6;0.0947;0.1638;0.109;0.4026;0.3944;2;positiv;5373;393;0.0731;1.15;0.0329;0.9025;0.1069;0.0286
CH0030170408;GEBN;GEBERIT AG;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;14.05.2024;CHF;555;neutral;20.4;487.27;0.0297;mittel;positiv;leicht überbewertet;positiv;0.1002;STOXX600;27.2;0.1587;0.4674;0.2488;0.3712;0.0736;3;positiv;3084;617;0.2001;1.44;0.3307;0.8672;0.2495;0.0232
FR0010040865;GFC;GECINA;Immobilien Investments;Finanzdienstleistungen;Frankreich;14.05.2024;EUR;100.1;positive;7.99;106.85;-0.0908;niedrig;negativ;stark unterbewertet;positiv;0.0508;STOXX600;14.5;0.0927;-0.1689;0.6991;0.5996;1.301;3;positiv;843;-1787;-2.1198;NULL;0.3306;0.0478;-2.1056;0.056
DK0010272202;GEN;GENMAB;Biotechnologie;Gesundheitswesen;Dänemark;14.05.2024;DKK;2025;neutral;18.96;1867.46;-0.0603;mittel;negativ;stark unterbewertet;positiv;-0.0528;STOXX600;16.5;0.2044;0.1377;0.3438;0.8957;0.2245;2;positiv;16474;4352;0.2642;13.34;0.0193;0.4668;0.2821;0
CH1169151003;FI.N;GEORG FISCHER;Industriemaschinen;Industrie;Schweiz ;14.05.2024;CHF;68.95;eher positive;6.12;73.58;0.1285;mittel;negativ;stark unterbewertet;positiv;0.0613;STOXX600;14.7;0.1564;5.3409;0.0924;-0.0106;-0.0088;3;positiv;4026;235;0.0584;1.73;0.5638;0.968;0.0887;0.0208
