ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
DE000DTR0CK8;DTG;DAIMLER TRUCK;Fahrzeugbau;Automobile & Zubehör;Deutschland;11.06.2024;EUR;37.87;eher positive;33.62;44.43;0.1132;niedrig;negativ;leicht unterbewertet;negativ;-0.0365;STOXX600;6.3;0.0882;0.1747;0.1006;0.3034;0.7886;1;neutral;55890;3775;0.0675;1.65;0.2405;0.7848;0.0878;0.0534
FR0000120644;BN;DANONE;Nahrungsmittel;Nahrungsmittel & Getränke;Frankreich;11.06.2024;EUR;59.54;positive;40.94;63.5;0.0147;niedrig;negativ;leicht unterbewertet;positiv;0.0074;STOXX600;14.8;0.1027;0.054;0.0958;0.3636;0.4295;3;positiv;27581;873;0.0317;0.93;0.2414;0.62;0.0901;0.0369
DK0010274414;DANSKE;DANSKE BANK;Banken;Geldinstitute;Dänemark;11.06.2024;DKK;206.5;positive;25.69;228.45;0.1447;niedrig;positiv;leicht unterbewertet;positiv;0.0893;STOXX600;7.6;0.0555;0.121;0.3563;0.0466;1.133;4;positiv;148030;21262;0.1436;0.85;0.2342;0.0393;NULL;0.0747
FR0014004L86;AM;DASSAULT AVIATION;Luftfahrt & Verteidigung;Industrie;Frankreich;11.06.2024;EUR;188.5;neutral;16.28;210.56;0.0519;mittel;negativ;stark unterbewertet;negativ;-0.0669;STOXX600;10.7;0.1453;0.1208;0.123;0.2445;0.4055;1;positiv;4805;693;0.1442;1.07;0.0088;0.2046;0.1806;0.0213
FR0014003TT8;DSY;DASSAULT SYSTEMES;Software;Technologie;Frankreich;11.06.2024;EUR;36.61;eher positive;52.65;40.65;-0.1724;niedrig;positiv;leicht überbewertet;negativ;-0.0282;STOXX600;22.7;0.1646;0.1341;0.2379;0.5358;0.1347;1;positiv;5951;1051;0.1766;1.61;0.1767;0.407;0.2732;0.0078
NL0015435975;CPR;DAVIDE CAMPARI MILANO;Wein & Spirituosen;Nahrungsmittel & Getränke;Italien;11.06.2024;EUR;9.66;neutral;12.17;10.36;-0.0543;mittel;positiv;leicht überbewertet;positiv;-0.0098;STOXX600;22.4;0.1639;0.113;0.2145;0.4382;0.253;2;positiv;2919;331;0.1134;1.98;0.2707;0.4372;0.151;0.0072
IE0002424939;DCC;DCC;Öl & Gas Produzenten;Energie;Grossbritannien ;11.06.2024;GBp;5600;eher positive;7.08;6232.18;-0.0308;niedrig;positiv;stark unterbewertet;positiv;-0.0137;STOXX600;9.8;0.0889;0.1122;0.0251;0.3026;0.6392;3;neutral;22205;334;0.015;1.28;0.2245;2.2564;0.0299;0.0373
GB00BNC5T391;ROO;DELIVEROO PLC;Internet;Technologie;Grossbritannien ;11.06.2024;GBP;136.2;neutral;2.81;125.01;0.0674;mittel;negativ;leicht unterbewertet;positiv;0.044;STOXX600;18.5;1.7053;-0.0625;-0.0111;0.4978;0.2722;3;positiv;2030;-32;-0.0158;2.1;0.0427;1.9863;0.0207;0
DE000A2E4K43;DHER;DELIVERY HERO;Nahrungsmittel;Einzel- & Grosshandel;Deutschland;11.06.2024;EUR;28.03;neutral;8.62;25.32;0.1208;hoch;positiv;leicht unterbewertet;negativ;0.1172;STOXX600;16;0.9282;-1.3895;-0.0856;0.1533;0.2449;3;positiv;9942;-2298;-0.2311;0.96;0.4854;0.9215;-0.1833;0
DK0060738599;WDH;DEMANT;Medizinische Geräte;Gesundheitswesen;Dänemark;11.06.2024;DKK;326.6;neutral;10.06;355.07;0.1034;mittel;negativ;fairer Preis;negativ;0.026;STOXX600;17.9;0.1752;0.1939;0.1819;0.303;0.1418;2;positiv;22549;1795;0.0796;1.37;0.3999;0.7382;0.1388;0
GB0002652740;DWV;DERWENT LONDON;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBp;2296;neutral;3.32;2476.55;-0.0271;mittel;positiv;fairer Preis;positiv;0.0494;STOXX600;20.1;0.1217;-0.1358;0.5721;0.6979;1.3243;4;neutral;268;-476;-1.7761;NULL;0.2521;0.0533;NULL;0.0356
DE0005140008;DBK;DEUTSCHE BANK;Banken;Geldinstitute;Deutschland;11.06.2024;EUR;14.8;positive;32.68;17.51;0.1967;niedrig;positiv;leicht unterbewertet;positiv;-0.0346;STOXX600;5;0.0887;0.0663;0.2137;0.0491;2.6182;3;positiv;60635;4274;0.0705;0.87;0.0897;0.0462;0.1025;0.0556
DE0005810055;DB1;DEUTSCHE BOERSE;Wertpapierdienstleistungen;Finanzdienstleistungen;Deutschland;11.06.2024;EUR;186.45;eher positive;36.65;199.91;-0.0003;niedrig;positiv;fairer Preis;positiv;0.0218;STOXX600;16.1;0.1087;0.1784;0.3401;0.0406;0.2799;4;neutral;7836;1724;0.22;NULL;0.0314;0.0329;0.2681;0.0218
DE0008232125;LHA;DEUTSCHE LUFTHANSA;Fluggesellschaften;Reisen & Freizeit;Deutschland;11.06.2024;EUR;6.17;neutral;8;6.94;-0.2336;mittel;negativ;leicht unterbewertet;negativ;-0.0683;STOXX600;3.8;0.0752;0.1732;0.0721;0.2092;1.003;1;neutral;35442;1673;0.0472;0.79;0.2395;0.7678;0.1124;0.0507
DE0005552004;DPW;DEUTSCHE POST;Transportdienstleistungen;Industrie;Deutschland;11.06.2024;EUR;38.68;positive;48.79;43.89;-0.1377;mittel;negativ;stark unterbewertet;positiv;-0.0161;STOXX600;10.3;0.1052;0.1636;0.0714;0.3206;0.4243;2;positiv;81758;3677;0.045;0.95;0.2511;1.166;0.0997;0.0489
DE0005557508;DTE;DEUTSCHE TELEKOM;Integrale Telekommunikation;Telekommunikation;Deutschland;11.06.2024;EUR;22.61;positive;120.62;24.08;0.0395;niedrig;negativ;stark unterbewertet;positiv;0.0358;STOXX600;10.1;0.1073;0.3125;0.2194;0.1816;0.5257;3;positiv;111970;17788;0.1589;1.01;0.407;0.3572;0.366;0.0394
GB0002374006;DEO;DIAGEO;Wein & Spirituosen;Nahrungsmittel & Getränke;Grossbritannien ;11.06.2024;GBp;2594.5;neutral;73.76;2833.05;-0.0916;mittel;negativ;fairer Preis;negativ;-0.083;STOXX600;17.6;0.1068;0.4774;0.3426;0.2196;0.1032;1;positiv;17113;3734;0.2182;1.63;0.426;0.4804;0.2472;0.0328
IT0003492391;DIA;DIASORIN;Biotechnologie;Gesundheitswesen;Italien;11.06.2024;EUR;99.18;neutral;5.86;88.3;0.0637;mittel;negativ;leicht überbewertet;positiv;0.0248;STOXX600;20.7;0.1538;0.1039;0.2111;0.4791;0.3093;2;positiv;1148;160;0.1394;3.07;0.3372;0.3575;0.2584;0.0099
PLDINPL00011;DNP;DINO POLSKA SA;Nahrungsmittel;Einzel- & Grosshandel;Polen;11.06.2024;PLN;389.5;neutral;9.6;358.26;-0.1545;mittel;positiv;leicht unterbewertet;positiv;0.0011;STOXX600;14.3;0.1868;0.2507;0.0727;0.5401;0.1241;3;positiv;25666;1405;0.0547;0.84;0.0843;2.4732;0.0687;0
GB0001826634;DPLM;DIPLOMA;Industrielieferanten;Industrie;Grossbritannien ;11.06.2024;GBp;4094;neutral;6.99;4334.11;0.1429;mittel;positiv;leicht überbewertet;positiv;0.0602;STOXX600;22.2;0.1656;0.1314;0.1635;0.5538;0.2225;3;positiv;1200;118;0.0983;2.06;0.2362;0.7422;0.1624;0.015
CH0126673539;DKSH;DKSH HOLDING;Dienstleister für Unternehmen;Industrie;Schweiz ;11.06.2024;CHF;61.3;eher positive;4.45;66.3;0.0497;niedrig;negativ;leicht unterbewertet;negativ;-0.0078;STOXX600;16.4;0.1143;0.1079;0.0271;0.3083;0.4447;1;positiv;11066;182;0.0164;1.4;0.1265;2.0226;0.0284;0.0382
NO0010161896;DNBNOR;DNB BANK;Banken;Geldinstitute;Norwegen;11.06.2024;NOK;202.6;positive;29.13;220.43;-0.062;niedrig;positiv;stark unterbewertet;positiv;0.0013;STOXX600;8.9;0.028;0.1544;0.4978;0.0718;0.7543;3;positiv;184356;38166;0.207;0.78;0.2192;0.0536;NULL;0.0808
GB00B1VNSX38;DRX;DRAX GROUP;Stromversorger;Versorger;Grossbritannien ;11.06.2024;GBp;493.2;neutral;2.43;441.92;0.0071;mittel;positiv;stark überbewertet;negativ;-0.1015;STOXX600;7;-0.0576;0.2852;0.0997;0.3264;1.0463;1;positiv;7842;562;0.0717;1.12;0.2106;1.2988;0.1006;0.0535
CH1216478797;DSFIR;DSM-FIRMENICH LTD;Spezialitäten-Chemie;Chemie;Holland;11.06.2024;EUR;98.2;neutral;27.84;90.74;0.0674;mittel;positiv;leicht unterbewertet;negativ;-0.0408;STOXX600;23;0.2525;-0.0285;0.0027;0.6636;0.9386;2;neutral;10627;-652;-0.0614;1.96;0.1192;0.3079;0.0616;0.0255
DK0060079531;DSV;DSV;Transportdienstleistungen;Industrie;Dänemark;11.06.2024;DKK;1097;neutral;32.97;1180.15;-0.0747;mittel;negativ;fairer Preis;positiv;0.0838;STOXX600;16.1;0.1276;0.1792;0.12;0.467;0.277;3;positiv;149916;12315;0.0821;1.11;0.2321;1.0191;NULL;0.0066
DE000ENAG999;EOAN;E ON SE;Multiversorger;Versorger;Deutschland;11.06.2024;EUR;12.29;eher positive;34.45;13.41;0.0111;niedrig;negativ;fairer Preis;positiv;-0.0234;STOXX600;11.4;0.0394;0.0366;0.1932;0.1135;0.4448;2;positiv;93686;517;0.0055;0.81;0.2479;0.7534;0.0411;0.0455
GB00B7KR2P84;EZJ;EASYJET;Fluggesellschaften;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;459.3;eher negative;4.43;412.73;-0.0994;hoch;negativ;leicht unterbewertet;negativ;-0.1185;STOXX600;5.8;0.0944;0.1163;0.0853;0.2832;0.8661;1;neutral;8171;324;0.0397;1;0.227;0.8303;0.122;0.0304
FR0010908533;EDEN;EDENRED SE;Dienstleister für Unternehmen;Industrie;Frankreich;11.06.2024;EUR;43.7;positive;11.59;52.08;-0.1928;mittel;positiv;stark unterbewertet;negativ;-0.043;STOXX600;14.6;0.1779;0.3932;0.3358;-0.0511;-0.0504;2;positiv;2311;267;0.1155;0.92;0.2728;0.1738;0.199;0.0285
PTEDP0AM0009;EDP;EDP ENERGIAS DE PORTUGAL;Stromversorger;Versorger;Portugal;11.06.2024;EUR;3.7;eher positive;16.65;4.08;-0.1881;niedrig;negativ;stark unterbewertet;positiv;-0.0318;STOXX600;12.3;0.0601;0.0824;0.1679;0.2038;0.6095;2;positiv;16202;952;0.0588;1.07;0.3182;0.2858;NULL;0.0541
ES0127797019;EDPR;EDP RENOVAVEIS;Strom Alternativ;Versorger;Spanien;11.06.2024;EUR;13.91;neutral;15.89;12.82;-0.2491;mittel;positiv;stark unterbewertet;positiv;-0.0412;STOXX600;22.4;0.2511;0.0279;0.5338;0.3682;0.5832;3;positiv;2239;309;0.138;0.65;0.2345;0.0745;NULL;0.0145
FR0000130452;FGR;EIFFAGE;Anlagenbau;Baugewerbe & Werkstoffe;Frankreich;11.06.2024;EUR;90.84;positive;9.79;111.09;-0.0637;mittel;positiv;leicht unterbewertet;negativ;-0.0935;STOXX600;7;0.0691;0.1569;0.1115;0.1707;0.7077;4;neutral;22369;1013;0.0453;1;0.3526;0.5914;0.1081;0.0493
BE0003822393;ELI;ELIA GROUP;Stromversorger;Versorger;Belgien;11.06.2024;EUR;86.49;neutral;7.34;97.02;-0.1942;mittel;positiv;leicht unterbewertet;negativ;-0.0576;STOXX600;14.2;0.136;0.0709;0.1837;0.2358;0.5491;2;positiv;3843;324;0.0843;0.67;0.5039;0.1982;0.2295;0.0226
FR0012435121;ELIS;ELIS;Dienstleister für Unternehmen;Industrie;Frankreich;11.06.2024;EUR;21.78;positive;5.65;24.99;0.153;mittel;positiv;leicht unterbewertet;positiv;0.0026;STOXX600;10.6;0.083;0.0755;0.1186;0.3736;0.7865;4;positiv;4309;263;0.061;0.83;0.3384;0.4633;0.2645;0.0224
FI0009007884;ELISA;ELISA;Integrale Telekommunikation;Telekommunikation;Finnland;11.06.2024;EUR;42.62;positive;7.47;47.3;0.0179;niedrig;positiv;leicht unterbewertet;positiv;0.0181;STOXX600;16.2;0.1005;0.2908;0.2249;0.413;0.1922;4;positiv;2181;375;0.1719;0.98;0.3407;0.6978;0.2978;0.0562
CH0016440353;EMSN;EMS-CHEMIE HOLDING;Spezialitäten-Chemie;Chemie;Schweiz ;11.06.2024;CHF;730.5;neutral;19.07;781.26;0.0727;mittel;positiv;leicht überbewertet;positiv;-0.0421;STOXX600;30.5;0.1956;0.2627;0.2255;0.8037;0.1094;2;neutral;2189;458;0.2092;4.69;0.0021;1.0101;0.2317;0.0242
ES0130960018;ENG;ENAGAS;Gasversorger;Versorger;Spanien;11.06.2024;EUR;14.3;eher positive;4.11;15.28;-0.0632;niedrig;negativ;fairer Preis;positiv;-0.0064;STOXX600;16.6;0.0257;0.1148;0.4394;0.3507;0.7481;3;positiv;914;343;0.3753;1.04;0.3969;0.1075;0.6736;0.0699
ES0130670112;ELE;ENDESA;Stromversorger;Versorger;Spanien;11.06.2024;EUR;18.25;positive;21.07;19.97;-0.0111;niedrig;positiv;leicht unterbewertet;positiv;0.0214;STOXX600;10.2;0.16;0.1057;0.201;0.17;0.3591;4;positiv;25070;742;0.0296;0.85;0.2334;0.6073;0.1001;0.0627
IT0003128367;ENEL;ENEL;Stromversorger;Versorger;Italien;11.06.2024;EUR;6.57;positive;72.81;7.19;-0.0241;niedrig;positiv;leicht unterbewertet;positiv;-0.021;STOXX600;9.4;0.1467;0.1503;0.1977;0.1291;0.3687;3;positiv;91374;3788;0.0415;0.79;0.3465;0.468;0.111;0.0699
FR0010208488;ENGI;ENGIE;Multiversorger;Versorger;Frankreich;11.06.2024;EUR;14.24;eher positive;37.65;16.16;-0.1051;niedrig;negativ;stark unterbewertet;negativ;-0.094;STOXX600;8.8;0.0005;0.0798;0.0802;0.137;0.6918;1;positiv;82565;2128;0.0258;0.99;0.2123;0.4242;0.1592;0.0834
IT0003132476;ENI;ENI;Öl & Gas Produzenten;Energie;Italien;11.06.2024;EUR;13.99;eher positive;49.22;15.59;-0.0886;niedrig;positiv;leicht unterbewertet;negativ;-0.0573;STOXX600;6.1;0.0281;0.0992;0.1101;0.3287;0.9737;2;neutral;93717;4771;0.0509;1.3;0.2118;0.6403;0.1307;0.0728
IM00B5VQMV65;GVC;ENTAIN;Glücksspiel;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;689.4;eher negative;5.73;617.29;-0.3066;hoch;positiv;leicht unterbewertet;negativ;-0.1081;STOXX600;9.2;0.2129;-0.4094;0.1149;0.209;0.3571;2;neutral;4770;-929;-0.1948;0.56;0.2994;0.4396;-0.0781;0.0279
SE0015658109;EPI;EPIROC AB;Gewerbefahrzeuge;Industrie;Schweden ;11.06.2024;SEK;214.1;eher positive;24.13;235.89;0.0589;niedrig;positiv;leicht überbewertet;positiv;-0.0026;STOXX600;21.9;0.1537;0.2561;0.2185;0.5432;0.2229;3;positiv;60343;9431;0.1563;2.42;0.1744;0.8902;0.2004;0.0191
SE0012853455;EQT;EQT AB;Vermögensverwalter;Finanzdienstleistungen;Schweden ;11.06.2024;SEK;311.1;neutral;37.17;286.97;0.0916;mittel;positiv;stark unterbewertet;negativ;-0.0327;STOXX600;16.7;0.2079;0.0223;0.3421;0.652;0.1979;2;neutral;23918;1492;0.0624;NULL;0.2294;0.2333;0.263;0.0141
NO0010096985;STL;EQUINOR;Öl & Gas Produzenten;Energie;Norwegen;11.06.2024;NOK;298.35;eher positive;83.57;330.78;-0.0739;niedrig;positiv;stark unterbewertet;positiv;-0.0154;STOXX600;7.7;0.039;0.2551;0.3618;0.3377;0.5191;3;neutral;1129433;125630;0.1112;1.71;0.1708;0.7746;0.2108;0.0731
SE0000108656;ERICB;ERICSSON B;Telekommunikationsausrüstung;Technologie;Schweden ;11.06.2024;SEK;64.04;eher positive;20.69;69.48;0.0147;mittel;negativ;leicht unterbewertet;positiv;0.107;STOXX600;10.8;0.2942;-0.268;0.0725;0.3322;0.5096;3;positiv;263351;-26446;-0.1004;1.2;0.1159;0.8866;0.0619;0.0436
AT0000652011;EBS;ERSTE GROUP BANK;Banken;Geldinstitute;Oesterreich;11.06.2024;EUR;43.9;positive;18.99;47.8;0.1952;niedrig;positiv;stark unterbewertet;positiv;0.0249;STOXX600;6.6;0.0283;0.1507;0.2141;0.0569;1.3121;4;positiv;23191;2899;0.125;0.23;0.1726;0.0686;0.1523;0.0667
FR0000121667;EL;ESSILORLUXOTTICA;Medizinische Geräte;Gesundheitswesen;Frankreich;11.06.2024;EUR;206;positive;101.7;224.4;0.1344;niedrig;positiv;fairer Preis;positiv;0.0072;STOXX600;23.2;0.2051;0.0599;0.1324;0.6318;0.4658;4;positiv;25395;2289;0.0901;1;0.148;0.4196;0.2054;0.0215
SE0009922164;ESSITYB;ESSITY AB;Produkte für den privaten Bedarf;Privat- & Haushaltswaren;Schweden ;11.06.2024;SEK;280.4;positive;18.69;301.63;0.1216;mittel;positiv;leicht unterbewertet;positiv;0.0113;STOXX600;11.9;0.1051;0.1349;0.1073;0.349;0.4418;4;neutral;147147;9554;0.0649;1.02;0.2233;0.7249;0.1134;0.0298
FR0000121121;RF;EURAZEO;Spezialfinanz;Finanzdienstleistungen;Frankreich;11.06.2024;EUR;75.75;neutral;6;84.5;0.0543;mittel;positiv;leicht unterbewertet;negativ;-0.0824;STOXX600;3.7;0.265;0.2252;0.8501;0.8296;1.532;2;neutral;2250;1824;0.8107;NULL;0.0163;0.2304;0.812;0.0344
FR0014000MR3;ERF;EUROFINS SCIENTIFIC;Gesundheitsdienstleister;Gesundheitswesen;Frankreich;11.06.2024;EUR;54.26;neutral;11.21;50.3;-0.08;mittel;negativ;leicht unterbewertet;negativ;-0.0523;STOXX600;14;0.1407;0.0761;0.0855;0.3745;0.36;1;positiv;6515;310;0.0476;1.45;0.3973;0.5983;0.1496;0.0115
NL0006294274;ENX;EURONEXT;Wertpapierdienstleistungen;Finanzdienstleistungen;Holland;11.06.2024;EUR;92.8;positive;10.65;98.83;0.1799;niedrig;positiv;leicht unterbewertet;positiv;0.1028;STOXX600;13.2;0.0994;0.1302;0.7019;0.0205;0.4839;4;neutral;2218;514;0.2317;NULL;0.016;0.0115;0.3082;0.0302
SE0012673267;EVO;EVOLUTION;Internet;Technologie;Schweden ;11.06.2024;SEK;1114;neutral;22.51;1265.13;-0.0734;mittel;negativ;stark unterbewertet;negativ;-0.0949;STOXX600;13.7;0.1405;0.2756;0.6386;0.8055;0.1744;1;positiv;20643;12290;0.5954;3.07;0.0132;0.3728;0.6647;0.0296
DE000EVNK013;EVK;EVONIK INDUSTRIES;Spezialitäten-Chemie;Chemie;Deutschland;11.06.2024;EUR;18.82;eher positive;9.26;20.25;0.0173;niedrig;positiv;leicht unterbewertet;positiv;-0.0078;STOXX600;9.7;0.1821;-0.0522;-0.0107;0.419;1.0335;3;neutral;15267;-465;-0.0305;1.45;0.155;0.718;0.0415;0.0622
GB00B19NLV48;EXPN;EXPERIAN;Informatik Dienstleister;Technologie;Grossbritannien ;11.06.2024;GBp;3679;eher positive;42.43;3971.83;0.149;niedrig;positiv;leicht überbewertet;positiv;0.0721;STOXX600;23.9;0.1742;0.2014;0.2417;0.3617;0.1309;3;positiv;5500;640;0.1164;0.78;0.3629;0.626;0.2182;0.0138
SE0017832488;BALDB;FASTIGHETS AB BALDER;Immobilienbesitz & Entwicklung;Finanzdienstleistungen;Schweden ;11.06.2024;SEK;67.7;neutral;7.68;73.34;-0.0534;mittel;negativ;stark überbewertet;negativ;-0.053;STOXX600;13.1;0.0655;-0.082;0.6988;0.3244;1.0592;0;neutral;11944;-6746;-0.5648;NULL;0.4895;0.0471;-0.5589;0
FR0013451333;FDJU;FDJ UNITED;Glücksspiel;Reisen & Freizeit;Frankreich;11.06.2024;EUR;32.74;eher positive;6.53;36.6;-0.003;niedrig;positiv;stark unterbewertet;negativ;-0.0326;STOXX600;12.7;0.0933;0.3969;0.2189;0.2826;0.1711;2;neutral;2621;425;0.1622;0.78;0.1018;0.6915;0.2101;0.0583
NL0011585146;RACE;FERRARI;Fahrzeugbau;Automobile & Zubehör;Italien;11.06.2024;EUR;382.9;neutral;100.49;412.35;0.2546;mittel;positiv;leicht überbewertet;negativ;0.0291;STOXX600;39.3;0.253;0.409;0.2734;0.3802;0.0556;2;neutral;5970;1252;0.2097;1.43;0.2157;0.7415;0.3207;0.0073
NL0015001FS8;FER;FERROVIAL;Anlagenbau;Baugewerbe & Werkstoffe;Spanien;11.06.2024;EUR;35.6;eher positive;28.34;39.07;0.0781;niedrig;positiv;leicht überbewertet;positiv;0.0447;STOXX600;33.8;0.2577;0.1221;0.1105;0.1431;0.1548;3;neutral;8514;460;0.054;1.21;0.4014;0.3235;0.1011;0.0219
IT0000072170;FBK;FINECOBANK;Banken;Geldinstitute;Italien;11.06.2024;EUR;14.33;positive;9.66;16.68;0.0548;mittel;positiv;leicht unterbewertet;positiv;-0.0037;STOXX600;14.2;0.074;0.2775;0.4974;0.0659;0.2646;4;positiv;1792;609;0.3398;0.15;0.0258;0.0538;0.355;0.0509
DK0010234467;FLS;FLSMIDTH & CO A/S;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Dänemark;11.06.2024;DKK;380.6;positive;3.09;438.37;0.3252;mittel;positiv;leicht unterbewertet;positiv;0.054;STOXX600;12.2;0.224;0.0458;0.0448;0.4019;0.6663;4;neutral;24106;497;0.0206;1.08;0.0653;0.8925;NULL;0.0219
CH0319416936;FHZN;FLUGHAFEN ZURICH;Transportwesen;Industrie;Schweiz ;11.06.2024;CHF;194;positive;6.6;211.7;0.1048;niedrig;positiv;fairer Preis;positiv;0.0293;STOXX600;15.7;0.1107;0.1085;0.3207;0.5478;0.5201;4;positiv;1236;304;0.246;1.59;0.242;0.2415;0.4561;0.0304
FI0009007132;FORTUM;FORTUM;Strom Alternativ;Versorger;Finnland;11.06.2024;EUR;14.16;eher positive;13.47;15.35;0.0842;niedrig;positiv;leicht überbewertet;positiv;0.063;STOXX600;15.8;0.0167;0.1794;0.2506;0.4503;0.7201;3;positiv;6711;1514;0.2256;1.98;0.244;0.3581;0.2791;0.0668
DE000A0Z2ZZ5;FNTN;FREENET;Integrale Telekommunikation;Telekommunikation;Deutschland;11.06.2024;EUR;25.4;positive;3.25;27.05;0.0024;niedrig;negativ;stark unterbewertet;positiv;0.0748;STOXX600;9.9;0.0794;0.1073;0.102;0.4219;0.4781;3;positiv;2627;155;0.059;0.66;0.152;0.7694;0.1541;0.0742
DE0005785604;FRE;FRESENIUS;Gesundheitsdienstleister;Gesundheitswesen;Deutschland;11.06.2024;EUR;29.43;positive;18.04;32.42;0.0485;niedrig;positiv;leicht unterbewertet;positiv;0.0332;STOXX600;7.7;0.1025;-0.0313;0.061;0.4196;1.2017;4;positiv;22299;-594;-0.0266;1.34;0.2926;0.4924;0.0396;0.0339
DE0005785802;FME;FRESENIUS MED.CARE;Gesundheitsdienstleister;Gesundheitswesen;Deutschland;11.06.2024;EUR;39.12;positive;12.39;46.39;0.0306;mittel;positiv;leicht unterbewertet;positiv;0.0035;STOXX600;9.5;0.1348;0.0366;0.083;0.4014;1.2229;4;positiv;19454;499;0.0257;1.4;0.3091;0.5734;0.1085;0.0311
GB00B2QPKJ12;FRES;FRESNILLO;Platin & Edelmetalle;Rohstoffe;Grossbritannien ;11.06.2024;GBp;551;neutral;5.26;493.36;-0.073;mittel;positiv;leicht überbewertet;negativ;-0.0392;STOXX600;17.9;0.1396;0.0636;0.0775;0.6574;0.6755;1;neutral;2177;188;0.0864;4.14;0.1519;0.4837;0.2718;0.0264
CY0200352116;FRO;FRONTLINE (OSL);Bohranlagen & Dienstleistungen;Energie;Norwegen;11.06.2024;NOK;275.4;eher negative;5.95;245.77;0.3573;hoch;negativ;leicht unterbewertet;negativ;-0.0361;STOXX600;8.2;0.0426;0.2999;0.4575;0.3872;0.5103;1;neutral;19050;6939;0.3643;1.78;0.5433;0.3189;0.4924;0.1262
DE000A3E5D64;FPE3;FUCHS PETROLUB AG;Spezialitäten-Chemie;Chemie;Deutschland;11.06.2024;EUR;45.22;eher positive;5.98;48.99;0.1221;niedrig;negativ;leicht unterbewertet;positiv;0.0692;STOXX600;16;0.1316;0.1567;0.1186;0.7371;0.6712;3;neutral;3541;282;0.0796;2.37;0.0115;1.45;0.1073;0.0261
CH0360674466;GALE;GALENICA SANTE;Apotheken;Einzel- & Grosshandel;Schweiz ;11.06.2024;CHF;74.25;eher positive;4.1;77.96;0.0206;niedrig;negativ;fairer Preis;positiv;0.0444;STOXX600;18.8;0.1229;0.1939;0.0518;0.4837;0.4059;3;positiv;3746;285;0.0761;1.34;0.215;1.2313;0.1037;0.0316
PTGAL0AM0009;GALP;GALP ENERGIA;Öl & Gas Produzenten;Energie;Portugal;11.06.2024;EUR;18.78;eher positive;15.79;20.9;0.4078;niedrig;positiv;fairer Preis;positiv;-0.0383;STOXX600;13.7;0.082;0.2817;0.1299;0.2655;0.4622;3;neutral;20769;1242;0.0598;1.54;0.2751;1.2507;0.1054;0.0303
GB0003718474;GAW;GAMES WORKSHOP;Spielzeuge;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;9720;positive;4.09;11529.59;-0.0152;mittel;positiv;leicht unterbewertet;positiv;-0.014;STOXX600;16.9;0.1378;0.5729;0.3743;0.7194;0.0757;3;neutral;471;135;0.2866;3.61;0.1224;1.4406;0.37;0.0449
DE0006602006;G1A;GEA GROUP;Sonstige Industrieprodukte;Industrie;Deutschland;11.06.2024;EUR;37.8;positive;6.95;42.38;0.0029;niedrig;negativ;leicht unterbewertet;positiv;-0.0079;STOXX600;12.5;0.0959;0.1638;0.109;0.4026;0.3944;3;positiv;5373;393;0.0731;1.15;0.0329;0.9025;0.1069;0.0284
CH0030170408;GEBN;GEBERIT AG;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;11.06.2024;CHF;547.6;neutral;20.72;497.17;0.016;mittel;positiv;leicht überbewertet;positiv;0.0012;STOXX600;26.6;0.1567;0.4674;0.2488;0.3712;0.0736;3;neutral;3084;617;0.2001;1.44;0.3307;0.8672;0.2495;0.0236
FR0010040865;GFC;GECINA;Immobilien Investments;Finanzdienstleistungen;Frankreich;11.06.2024;EUR;94.2;neutral;7.86;103.75;-0.1444;mittel;negativ;stark unterbewertet;negativ;-0.0513;STOXX600;13.9;0.0892;-0.1689;0.6991;0.5996;1.301;1;neutral;843;-1787;-2.1198;NULL;0.3306;0.0478;-2.1056;0.0596
DK0010272202;GEN;GENMAB;Biotechnologie;Gesundheitswesen;Dänemark;11.06.2024;DKK;1894;neutral;18.21;1750.81;-0.1211;mittel;positiv;stark unterbewertet;negativ;-0.0477;STOXX600;14.8;0.1994;0.1377;0.3438;0.8957;0.2245;2;positiv;16474;4352;0.2642;13.34;0.0193;0.4668;0.2821;0
CH1169151003;FI.N;GEORG FISCHER;Industriemaschinen;Industrie;Schweiz ;11.06.2024;CHF;64.1;neutral;5.92;71.44;0.0491;mittel;negativ;stark unterbewertet;negativ;-0.0444;STOXX600;14;0.1499;5.3409;0.0924;-0.0106;-0.0088;1;positiv;4026;235;0.0584;1.73;0.5638;0.968;0.0887;0.0225
