ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
DE000DTR0CK8;DTG;DAIMLER TRUCK;Fahrzeugbau;Automobile & Zubehör;Deutschland;09.07.2024;EUR;36.01;eher positive;32.15;41.92;0.0585;niedrig;negativ;leicht unterbewertet;negativ;-0.0393;STOXX600;6;0.0937;0.1747;0.1006;0.3034;0.7886;1;negativ;55890;3775;0.0675;1.65;0.2405;0.7848;0.0878;0.0542
FR0000120644;BN;DANONE;Nahrungsmittel;Nahrungsmittel & Getränke;Frankreich;09.07.2024;EUR;57.82;eher positive;40.41;62.11;-0.0147;niedrig;negativ;leicht unterbewertet;negativ;-0.0142;STOXX600;14.3;0.1014;0.054;0.0958;0.3636;0.4295;1;negativ;27581;873;0.0317;0.93;0.2414;0.62;0.0901;0.038
DK0010274414;DANSKE;DANSKE BANK;Banken;Geldinstitute;Dänemark;09.07.2024;DKK;202.6;positive;25.34;229.88;0.1231;niedrig;positiv;leicht unterbewertet;positiv;-0.0159;STOXX600;7.4;0.0523;0.121;0.3563;0.0466;1.133;3;positiv;148030;21262;0.1436;0.85;0.2342;0.0393;NULL;0.0765
FR0014004L86;AM;DASSAULT AVIATION;Luftfahrt & Verteidigung;Industrie;Frankreich;09.07.2024;EUR;170.3;neutral;14.48;193.08;-0.0497;mittel;negativ;leicht unterbewertet;negativ;-0.0956;STOXX600;9.6;0.1417;0.1208;0.123;0.2445;0.4055;1;negativ;4805;693;0.1442;1.07;0.0088;0.2046;0.1806;0.0241
FR0014003TT8;DSY;DASSAULT SYSTEMES;Software;Technologie;Frankreich;09.07.2024;EUR;33.69;neutral;51.26;36.6;-0.2384;mittel;positiv;leicht überbewertet;negativ;-0.0704;STOXX600;21.3;0.1551;0.1341;0.2379;0.5358;0.1347;1;positiv;5951;1051;0.1766;1.61;0.1767;0.407;0.2732;0.0084
NL0015435975;CPR;DAVIDE CAMPARI MILANO;Wein & Spirituosen;Nahrungsmittel & Getränke;Italien;09.07.2024;EUR;8.49;neutral;11.13;9.39;-0.1693;mittel;negativ;fairer Preis;negativ;-0.1075;STOXX600;19.7;0.1539;0.113;0.2145;0.4382;0.253;1;negativ;2919;331;0.1134;1.98;0.2707;0.4372;0.151;0.0086
IE0002424939;DCC;DCC;Öl & Gas Produzenten;Energie;Grossbritannien ;09.07.2024;GBp;5645;positive;7.24;6362.09;-0.023;niedrig;positiv;stark unterbewertet;positiv;0.0243;STOXX600;9.9;0.0891;0.1122;0.0251;0.3026;0.6392;4;neutral;22205;334;0.015;1.28;0.2245;2.2564;0.0299;0.0372
GB00BNC5T391;ROO;DELIVEROO PLC;Internet;Technologie;Grossbritannien ;09.07.2024;GBP;125.2;neutral;2.67;115.59;-0.0188;mittel;positiv;leicht unterbewertet;negativ;-0.0383;STOXX600;11.1;4.0718;-0.0625;-0.0111;0.4978;0.2722;2;positiv;2030;-32;-0.0158;2.1;0.0427;1.9863;0.0207;0
DE000A2E4K43;DHER;DELIVERY HERO;Nahrungsmittel;Einzel- & Grosshandel;Deutschland;09.07.2024;EUR;19.22;neutral;6;17.75;-0.2315;hoch;positiv;leicht unterbewertet;negativ;-0.3003;STOXX600;9.6;0.9039;-1.3895;-0.0856;0.1533;0.2449;4;positiv;9942;-2298;-0.2311;0.96;0.4854;0.9215;-0.1833;0
DK0060738599;WDH;DEMANT;Medizinische Geräte;Gesundheitswesen;Dänemark;09.07.2024;DKK;297.8;eher positive;9.28;337.01;0.0061;niedrig;negativ;fairer Preis;negativ;-0.0859;STOXX600;16.2;0.1674;0.1939;0.1819;0.303;0.1418;1;positiv;22549;1795;0.0796;1.37;0.3999;0.7382;0.1388;0
GB0002652740;DWV;DERWENT LONDON;Immobilien Investments;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBp;2252;neutral;3.23;2447.7;-0.0458;mittel;positiv;fairer Preis;positiv;0.0042;STOXX600;19.5;0.1203;-0.1358;0.5721;0.6979;1.3243;3;positiv;268;-476;-1.7761;NULL;0.2521;0.0533;NULL;0.0363
DE0005140008;DBK;DEUTSCHE BANK;Banken;Geldinstitute;Deutschland;09.07.2024;EUR;15.4;positive;33.35;17.52;0.2454;niedrig;negativ;leicht unterbewertet;positiv;0.0292;STOXX600;5.4;0.0914;0.0663;0.2137;0.0491;2.6182;3;positiv;60635;4274;0.0705;0.87;0.0897;0.0462;0.1025;0.055
DE0005810055;DB1;DEUTSCHE BOERSE;Wertpapierdienstleistungen;Finanzdienstleistungen;Deutschland;09.07.2024;EUR;186.35;neutral;37.06;198.61;-0.0008;mittel;negativ;fairer Preis;positiv;0.014;STOXX600;16.2;0.1098;0.1784;0.3401;0.0406;0.2799;3;positiv;7836;1724;0.22;NULL;0.0314;0.0329;0.2681;0.0219
DE0008232125;LHA;DEUTSCHE LUFTHANSA;Fluggesellschaften;Reisen & Freizeit;Deutschland;09.07.2024;EUR;5.97;eher negative;7.84;5.35;-0.2584;hoch;negativ;leicht unterbewertet;negativ;-0.0296;STOXX600;3.9;0.0795;0.1732;0.0721;0.2092;1.003;1;positiv;35442;1673;0.0472;0.79;0.2395;0.7678;0.1124;0.0514
DE0005552004;DPW;DEUTSCHE POST;Transportdienstleistungen;Industrie;Deutschland;09.07.2024;EUR;39.56;neutral;50.53;41.79;-0.118;mittel;positiv;stark unterbewertet;positiv;0.024;STOXX600;10.4;0.1067;0.1636;0.0714;0.3206;0.4243;4;negativ;81758;3677;0.045;0.95;0.2511;1.166;0.0997;0.048
DE0005557508;DTE;DEUTSCHE TELEKOM;Integrale Telekommunikation;Telekommunikation;Deutschland;09.07.2024;EUR;23.64;positive;128.5;25.18;0.0869;niedrig;positiv;stark unterbewertet;positiv;0.069;STOXX600;10.3;0.1107;0.3125;0.2194;0.1816;0.5257;4;positiv;111970;17788;0.1589;1.01;0.407;0.3572;0.366;0.0379
GB0002374006;DEO;DIAGEO;Wein & Spirituosen;Nahrungsmittel & Getränke;Grossbritannien ;09.07.2024;GBp;2478;neutral;71.21;2741.86;-0.1324;mittel;negativ;leicht unterbewertet;negativ;-0.0494;STOXX600;16.9;0.1049;0.4774;0.3426;0.2196;0.1032;1;negativ;17113;3734;0.2182;1.63;0.426;0.4804;0.2472;0.0339
IT0003492391;DIA;DIASORIN;Biotechnologie;Gesundheitswesen;Italien;09.07.2024;EUR;98.9;neutral;5.8;88.19;0.0607;mittel;positiv;leicht überbewertet;positiv;-0.0036;STOXX600;19.4;0.1559;0.1039;0.2111;0.4791;0.3093;2;positiv;1148;160;0.1394;3.07;0.3372;0.3575;0.2584;0.0102
PLDINPL00011;DNP;DINO POLSKA SA;Nahrungsmittel;Einzel- & Grosshandel;Polen;09.07.2024;PLN;388.5;neutral;9.64;358.48;-0.1567;mittel;positiv;stark unterbewertet;negativ;0.0253;STOXX600;14.7;0.1931;0.2507;0.0727;0.5401;0.1241;3;positiv;25666;1405;0.0547;0.84;0.0843;2.4732;0.0687;0
GB0001826634;DPLM;DIPLOMA;Industrielieferanten;Industrie;Grossbritannien ;09.07.2024;GBp;4146;neutral;7.2;4409.46;0.1575;mittel;negativ;leicht überbewertet;positiv;0.0073;STOXX600;22.7;0.1669;0.1314;0.1635;0.5538;0.2225;2;negativ;1200;118;0.0983;2.06;0.2362;0.7422;0.1624;0.0149
CH0126673539;DKSH;DKSH HOLDING;Dienstleister für Unternehmen;Industrie;Schweiz ;09.07.2024;CHF;61.9;eher positive;4.54;66.49;0.0599;niedrig;positiv;leicht unterbewertet;positiv;0.0356;STOXX600;15.9;0.1184;0.1079;0.0271;0.3083;0.4447;4;negativ;11066;182;0.0164;1.4;0.1265;2.0226;0.0284;0.038
NO0010161896;DNBNOR;DNB BANK;Banken;Geldinstitute;Norwegen;09.07.2024;NOK;204.5;positive;29.43;224.69;-0.0532;niedrig;positiv;stark unterbewertet;positiv;0.0324;STOXX600;8.7;0.029;0.1544;0.4978;0.0718;0.7543;4;positiv;184356;38166;0.207;0.78;0.2192;0.0536;NULL;0.0813
GB00B1VNSX38;DRX;DRAX GROUP;Stromversorger;Versorger;Grossbritannien ;09.07.2024;GBp;533.5;eher negative;2.68;436.22;0.0894;hoch;positiv;stark überbewertet;positiv;0.102;STOXX600;7.9;-0.057;0.2852;0.0997;0.3264;1.0463;3;neutral;7842;562;0.0717;1.12;0.2106;1.2988;0.1006;0.0493
CH1216478797;DSFIR;DSM-FIRMENICH LTD;Spezialitäten-Chemie;Chemie;Holland;09.07.2024;EUR;108.8;neutral;30.54;99.69;0.1826;mittel;positiv;leicht unterbewertet;positiv;0.1129;STOXX600;25.4;0.263;-0.0285;0.0027;0.6636;0.9386;4;neutral;10627;-652;-0.0614;1.96;0.1192;0.3079;0.0616;0.0232
DK0060079531;DSV;DSV;Transportdienstleistungen;Industrie;Dänemark;09.07.2024;DKK;1141;neutral;34.5;1214.54;-0.0375;mittel;negativ;fairer Preis;positiv;0.0509;STOXX600;16.1;0.1342;0.1792;0.12;0.467;0.277;3;negativ;149916;12315;0.0821;1.11;0.2321;1.0191;NULL;0.0063
DE000ENAG999;EOAN;E ON SE;Multiversorger;Versorger;Deutschland;09.07.2024;EUR;12.12;eher positive;34.33;13.39;-0.0025;niedrig;negativ;leicht unterbewertet;negativ;0.0055;STOXX600;11.3;0.0391;0.0366;0.1932;0.1135;0.4448;1;neutral;93686;517;0.0055;0.81;0.2479;0.7534;0.0411;0.0462
GB00B7KR2P84;EZJ;EASYJET;Fluggesellschaften;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;465.4;neutral;4.56;427.56;-0.0875;mittel;negativ;leicht unterbewertet;negativ;0.0275;STOXX600;6.2;0.0887;0.1163;0.0853;0.2832;0.8661;2;positiv;8171;324;0.0397;1;0.227;0.8303;0.122;0.03
FR0010908533;EDEN;EDENRED SE;Dienstleister für Unternehmen;Industrie;Frankreich;09.07.2024;EUR;40.04;neutral;10.85;45.28;-0.2604;mittel;positiv;stark unterbewertet;negativ;-0.0909;STOXX600;13.6;0.1677;0.3932;0.3358;-0.0511;-0.0504;2;negativ;2311;267;0.1155;0.92;0.2728;0.1738;0.199;0.0313
PTEDP0AM0009;EDP;EDP ENERGIAS DE PORTUGAL;Stromversorger;Versorger;Portugal;09.07.2024;EUR;3.53;eher positive;15.97;3.98;-0.2248;niedrig;negativ;stark unterbewertet;negativ;-0.025;STOXX600;12;0.0603;0.0824;0.1679;0.2038;0.6095;1;neutral;16202;952;0.0588;1.07;0.3182;0.2858;NULL;0.0566
ES0127797019;EDPR;EDP RENOVAVEIS;Strom Alternativ;Versorger;Spanien;09.07.2024;EUR;13.3;neutral;15.19;12.27;-0.2821;mittel;positiv;stark unterbewertet;negativ;-0.0526;STOXX600;20.8;0.2405;0.0279;0.5338;0.3682;0.5832;2;neutral;2239;309;0.138;0.65;0.2345;0.0745;NULL;0.0152
FR0000130452;FGR;EIFFAGE;Anlagenbau;Baugewerbe & Werkstoffe;Frankreich;09.07.2024;EUR;89.78;neutral;9.68;98.23;-0.0746;mittel;positiv;leicht unterbewertet;negativ;-0.0761;STOXX600;7;0.0687;0.1569;0.1115;0.1707;0.7077;2;neutral;22369;1013;0.0453;1;0.3526;0.5914;0.1081;0.0488
BE0003822393;ELI;ELIA GROUP;Stromversorger;Versorger;Belgien;09.07.2024;EUR;84.55;neutral;7.08;93.98;-0.2123;mittel;positiv;leicht unterbewertet;negativ;-0.023;STOXX600;13.8;0.1348;0.0709;0.1837;0.2358;0.5491;2;neutral;3843;324;0.0843;0.67;0.5039;0.1982;0.2295;0.0232
FR0012435121;ELIS;ELIS;Dienstleister für Unternehmen;Industrie;Frankreich;09.07.2024;EUR;20.44;neutral;5.25;22.43;0.0821;mittel;negativ;leicht unterbewertet;negativ;-0.0826;STOXX600;10.1;0.0815;0.0755;0.1186;0.3736;0.7865;1;negativ;4309;263;0.061;0.83;0.3384;0.4633;0.2645;0.0238
FI0009007884;ELISA;ELISA;Integrale Telekommunikation;Telekommunikation;Finnland;09.07.2024;EUR;42.72;positive;7.4;47.82;0.0203;niedrig;positiv;stark unterbewertet;positiv;-0.0004;STOXX600;16.4;0.1014;0.2908;0.2249;0.413;0.1922;3;positiv;2181;375;0.1719;0.98;0.3407;0.6978;0.2978;0.0562
CH0016440353;EMSN;EMS-CHEMIE HOLDING;Spezialitäten-Chemie;Chemie;Schweiz ;09.07.2024;CHF;778;eher positive;20.14;816.9;0.1424;niedrig;positiv;leicht überbewertet;positiv;0.0846;STOXX600;30.5;0.2001;0.2627;0.2255;0.8037;0.1094;3;neutral;2189;458;0.2092;4.69;0.0021;1.0101;0.2317;0.024
ES0130960018;ENG;ENAGAS;Gasversorger;Versorger;Spanien;09.07.2024;EUR;12.75;eher positive;3.64;14.13;-0.1648;niedrig;negativ;leicht unterbewertet;negativ;-0.0374;STOXX600;15;0.0182;0.1148;0.4394;0.3507;0.7481;1;neutral;914;343;0.3753;1.04;0.3969;0.1075;0.6736;0.0784
ES0130670112;ELE;ENDESA;Stromversorger;Versorger;Spanien;09.07.2024;EUR;17.92;positive;20.86;20.12;-0.0293;niedrig;positiv;leicht unterbewertet;positiv;0.0223;STOXX600;9.9;0.1501;0.1057;0.201;0.17;0.3591;4;neutral;25070;742;0.0296;0.85;0.2334;0.6073;0.1001;0.0646
IT0003128367;ENEL;ENEL;Stromversorger;Versorger;Italien;09.07.2024;EUR;6.65;positive;73.32;7.16;-0.012;niedrig;positiv;leicht unterbewertet;positiv;0.0134;STOXX600;9.4;0.138;0.1503;0.1977;0.1291;0.3687;4;neutral;91374;3788;0.0415;0.79;0.3465;0.468;0.111;0.0693
FR0010208488;ENGI;ENGIE;Multiversorger;Versorger;Frankreich;09.07.2024;EUR;14.11;neutral;37.15;15.16;-0.1139;niedrig;negativ;stark überbewertet;negativ;-0.0372;STOXX600;8.7;-0.0007;0.0798;0.0802;0.137;0.6918;0;neutral;82565;2128;0.0258;0.99;0.2123;0.4242;0.1592;0.0854
IT0003132476;ENI;ENI;Öl & Gas Produzenten;Energie;Italien;09.07.2024;EUR;14.11;eher positive;50.29;15.48;-0.0805;niedrig;negativ;stark unterbewertet;negativ;0.0311;STOXX600;6.6;0.0251;0.0992;0.1101;0.3287;0.9737;2;neutral;93717;4771;0.0509;1.3;0.2118;0.6403;0.1307;0.0723
IM00B5VQMV65;GVC;ENTAIN;Glücksspiel;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;640;eher negative;5.17;573.55;-0.3563;hoch;positiv;leicht unterbewertet;negativ;-0.0841;STOXX600;8.3;0.2178;-0.4094;0.1149;0.209;0.3571;2;positiv;4770;-929;-0.1948;0.56;0.2994;0.4396;-0.0781;0.0302
SE0015658109;EPI;EPIROC AB;Gewerbefahrzeuge;Industrie;Schweden ;09.07.2024;SEK;207.9;eher positive;23.22;230.64;0.0282;niedrig;positiv;fairer Preis;negativ;-0.0243;STOXX600;21.2;0.1515;0.2561;0.2185;0.5432;0.2229;2;negativ;60343;9431;0.1563;2.42;0.1744;0.8902;0.2004;0.0198
SE0012853455;EQT;EQT AB;Vermögensverwalter;Finanzdienstleistungen;Schweden ;09.07.2024;SEK;323.8;neutral;38.11;297.85;0.1361;mittel;negativ;stark unterbewertet;positiv;0.0511;STOXX600;18.5;0.2053;0.0223;0.3421;0.652;0.1979;3;positiv;23918;1492;0.0624;NULL;0.2294;0.2333;0.263;0.0138
NO0010096985;STL;EQUINOR;Öl & Gas Produzenten;Energie;Norwegen;09.07.2024;NOK;291.75;eher positive;77.1;329.06;-0.0944;niedrig;negativ;stark unterbewertet;negativ;0.001;STOXX600;8;0.0385;0.2551;0.3618;0.3377;0.5191;2;neutral;1129433;125630;0.1112;1.71;0.1708;0.7746;0.2108;0.0717
SE0000108656;ERICB;ERICSSON B;Telekommunikationsausrüstung;Technologie;Schweden ;09.07.2024;SEK;67.4;eher positive;21.43;70.97;0.068;mittel;positiv;leicht unterbewertet;positiv;0.0406;STOXX600;10.8;0.2833;-0.268;0.0725;0.3322;0.5096;4;positiv;263351;-26446;-0.1004;1.2;0.1159;0.8866;0.0619;0.0416
AT0000652011;EBS;ERSTE GROUP BANK;Banken;Geldinstitute;Oesterreich;09.07.2024;EUR;45.39;positive;19.89;48.49;0.2358;niedrig;negativ;stark unterbewertet;positiv;0.0327;STOXX600;6.9;0.0325;0.1507;0.2141;0.0569;1.3121;3;positiv;23191;2899;0.125;0.23;0.1726;0.0686;0.1523;0.064
FR0000121667;EL;ESSILORLUXOTTICA;Medizinische Geräte;Gesundheitswesen;Frankreich;09.07.2024;EUR;197.2;eher positive;98.85;217.45;0.0859;niedrig;positiv;fairer Preis;negativ;-0.0331;STOXX600;22.3;0.197;0.0599;0.1324;0.6318;0.4658;2;positiv;25395;2289;0.0901;1;0.148;0.4196;0.2054;0.0223
SE0009922164;ESSITYB;ESSITY AB;Produkte für den privaten Bedarf;Privat- & Haushaltswaren;Schweden ;09.07.2024;SEK;276.6;neutral;18.49;294.46;0.1064;mittel;positiv;stark unterbewertet;positiv;-0.0022;STOXX600;12.5;0.1058;0.1349;0.1073;0.349;0.4418;3;negativ;147147;9554;0.0649;1.02;0.2233;0.7249;0.1134;0.0304
FR0000121121;RF;EURAZEO;Spezialfinanz;Finanzdienstleistungen;Frankreich;09.07.2024;EUR;74.1;neutral;6.01;82.51;0.0313;mittel;positiv;leicht unterbewertet;negativ;0.0027;STOXX600;3.5;0.2802;0.2252;0.8501;0.8296;1.532;2;positiv;2250;1824;0.8107;NULL;0.0163;0.2304;0.812;0.0362
FR0014000MR3;ERF;EUROFINS SCIENTIFIC;Gesundheitsdienstleister;Gesundheitswesen;Frankreich;09.07.2024;EUR;46.69;eher negative;9.76;43.45;-0.2084;hoch;negativ;stark unterbewertet;negativ;-0.1185;STOXX600;11.8;0.1294;0.0761;0.0855;0.3745;0.36;1;positiv;6515;310;0.0476;1.45;0.3973;0.5983;0.1496;0.0136
NL0006294274;ENX;EURONEXT;Wertpapierdienstleistungen;Finanzdienstleistungen;Holland;09.07.2024;EUR;89.35;eher positive;10.29;97.37;0.136;niedrig;positiv;leicht unterbewertet;negativ;-0.026;STOXX600;12.2;0.0959;0.1302;0.7019;0.0205;0.4839;2;positiv;2218;514;0.2317;NULL;0.016;0.0115;0.3082;0.0322
SE0012673267;EVO;EVOLUTION;Internet;Technologie;Schweden ;09.07.2024;SEK;1118;positive;22.26;1319.84;-0.07;mittel;negativ;stark unterbewertet;negativ;0.0119;STOXX600;13.6;0.1415;0.2756;0.6386;0.8055;0.1744;2;positiv;20643;12290;0.5954;3.07;0.0132;0.3728;0.6647;0.0307
DE000EVNK013;EVK;EVONIK INDUSTRIES;Spezialitäten-Chemie;Chemie;Deutschland;09.07.2024;EUR;19.23;eher positive;9.72;20.55;0.0392;niedrig;negativ;leicht unterbewertet;positiv;0.0662;STOXX600;10.3;0.1772;-0.0522;-0.0107;0.419;1.0335;3;neutral;15267;-465;-0.0305;1.45;0.155;0.718;0.0415;0.0609
GB00B19NLV48;EXPN;EXPERIAN;Informatik Dienstleister;Technologie;Grossbritannien ;09.07.2024;GBp;3633;eher positive;42.84;3996.51;0.1346;niedrig;positiv;leicht überbewertet;positiv;0.0229;STOXX600;23.4;0.1737;0.2014;0.2417;0.3617;0.1309;3;positiv;5500;640;0.1164;0.78;0.3629;0.626;0.2182;0.014
SE0017832488;BALDB;FASTIGHETS AB BALDER;Immobilienbesitz & Entwicklung;Finanzdienstleistungen;Schweden ;09.07.2024;SEK;80.18;neutral;8.68;83.94;0.1211;mittel;negativ;leicht überbewertet;positiv;0.1762;STOXX600;16.3;0.0845;-0.082;0.6988;0.3244;1.0592;2;positiv;11944;-6746;-0.5648;NULL;0.4895;0.0471;-0.5589;0
FR0013451333;FDJU;FDJ UNITED;Glücksspiel;Reisen & Freizeit;Frankreich;09.07.2024;EUR;32.68;eher positive;6.61;35.71;-0.0049;niedrig;positiv;stark unterbewertet;negativ;0.0074;STOXX600;12.8;0.0948;0.3969;0.2189;0.2826;0.1711;2;positiv;2621;425;0.1622;0.78;0.1018;0.6915;0.2101;0.0589
NL0011585146;RACE;FERRARI;Fahrzeugbau;Automobile & Zubehör;Italien;09.07.2024;EUR;395.3;neutral;104.52;420.92;0.2952;mittel;positiv;leicht überbewertet;positiv;0.0552;STOXX600;41.4;0.2634;0.409;0.2734;0.3802;0.0556;3;negativ;5970;1252;0.2097;1.43;0.2157;0.7415;0.3207;0.007
NL0015001FS8;FER;FERROVIAL;Anlagenbau;Baugewerbe & Werkstoffe;Spanien;09.07.2024;EUR;36.4;eher positive;29.64;39.29;0.1024;niedrig;positiv;leicht überbewertet;positiv;0.0297;STOXX600;31.8;0.2559;0.1221;0.1105;0.1431;0.1548;3;neutral;8514;460;0.054;1.21;0.4014;0.3235;0.1011;0.0212
IT0000072170;FBK;FINECOBANK;Banken;Geldinstitute;Italien;09.07.2024;EUR;14.83;positive;9.95;16.64;0.0916;mittel;positiv;leicht unterbewertet;positiv;0.0255;STOXX600;14.8;0.0771;0.2775;0.4974;0.0659;0.2646;4;positiv;1792;609;0.3398;0.15;0.0258;0.0538;0.355;0.0489
DK0010234467;FLS;FLSMIDTH & CO A/S;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Dänemark;09.07.2024;DKK;336.2;neutral;2.77;383.55;0.1706;mittel;positiv;leicht unterbewertet;negativ;-0.0965;STOXX600;11.4;0.2139;0.0458;0.0448;0.4019;0.6663;2;neutral;24106;497;0.0206;1.08;0.0653;0.8925;NULL;0.0247
CH0319416936;FHZN;FLUGHAFEN ZURICH;Transportwesen;Industrie;Schweiz ;09.07.2024;CHF;200.8;eher positive;6.9;211.15;0.1435;niedrig;negativ;fairer Preis;positiv;0.0512;STOXX600;16.8;0.1107;0.1085;0.3207;0.5478;0.5201;3;negativ;1236;304;0.246;1.59;0.242;0.2415;0.4561;0.0291
FI0009007132;FORTUM;FORTUM;Strom Alternativ;Versorger;Finnland;09.07.2024;EUR;13.71;eher positive;13.49;15.34;0.0502;niedrig;negativ;fairer Preis;positiv;0.0106;STOXX600;15.9;0.0173;0.1794;0.2506;0.4503;0.7201;3;neutral;6711;1514;0.2256;1.98;0.244;0.3581;0.2791;0.0683
DE000A0Z2ZZ5;FNTN;FREENET;Integrale Telekommunikation;Telekommunikation;Deutschland;09.07.2024;EUR;25.04;positive;3.24;27.73;-0.0118;niedrig;positiv;leicht unterbewertet;positiv;0.0076;STOXX600;9.3;0.0743;0.1073;0.102;0.4219;0.4781;4;positiv;2627;155;0.059;0.66;0.152;0.7694;0.1541;0.0749
DE0005785604;FRE;FRESENIUS;Gesundheitsdienstleister;Gesundheitswesen;Deutschland;09.07.2024;EUR;28.8;positive;17.52;32.85;0.026;niedrig;positiv;leicht unterbewertet;positiv;-0.027;STOXX600;7.2;0.1046;-0.0313;0.061;0.4196;1.2017;3;positiv;22299;-594;-0.0266;1.34;0.2926;0.4924;0.0396;0.0346
DE0005785802;FME;FRESENIUS MED.CARE;Gesundheitsdienstleister;Gesundheitswesen;Deutschland;09.07.2024;EUR;35.76;neutral;11.39;40.74;-0.058;mittel;negativ;leicht unterbewertet;negativ;-0.0779;STOXX600;8.8;0.1314;0.0366;0.083;0.4014;1.2229;1;positiv;19454;499;0.0257;1.4;0.3091;0.5734;0.1085;0.0339
GB00B2QPKJ12;FRES;FRESNILLO;Platin & Edelmetalle;Rohstoffe;Grossbritannien ;09.07.2024;GBp;585.5;neutral;5.49;535.02;-0.015;mittel;positiv;leicht unterbewertet;positiv;0.0699;STOXX600;13.7;0.1739;0.0636;0.0775;0.6574;0.6755;4;neutral;2177;188;0.0864;4.14;0.1519;0.4837;0.2718;0.0366
CY0200352116;FRO;FRONTLINE (OSL);Bohranlagen & Dienstleistungen;Energie;Norwegen;09.07.2024;NOK;251.5;eher negative;5.3;225.68;0.2395;hoch;negativ;leicht unterbewertet;negativ;-0.0663;STOXX600;7.6;0.03;0.2999;0.4575;0.3872;0.5103;1;neutral;19050;6939;0.3643;1.78;0.5433;0.3189;0.4924;0.1385
DE000A3E5D64;FPE3;FUCHS PETROLUB AG;Spezialitäten-Chemie;Chemie;Deutschland;09.07.2024;EUR;41.74;eher positive;5.6;47.21;0.0357;niedrig;negativ;leicht unterbewertet;negativ;-0.0665;STOXX600;14.9;0.1249;0.1567;0.1186;0.7371;0.6712;1;neutral;3541;282;0.0796;2.37;0.0115;1.45;0.1073;0.0284
CH0360674466;GALE;GALENICA SANTE;Apotheken;Einzel- & Grosshandel;Schweiz ;09.07.2024;CHF;74.9;eher positive;4.12;78.65;0.0296;niedrig;positiv;fairer Preis;positiv;0.0232;STOXX600;19.3;0.1242;0.1939;0.0518;0.4837;0.4059;4;positiv;3746;285;0.0761;1.34;0.215;1.2313;0.1037;0.031
PTGAL0AM0009;GALP;GALP ENERGIA;Öl & Gas Produzenten;Energie;Portugal;09.07.2024;EUR;19.86;eher positive;16.75;21.98;0.4891;niedrig;negativ;fairer Preis;positiv;0.0636;STOXX600;14.6;0.0886;0.2817;0.1299;0.2655;0.4622;3;neutral;20769;1242;0.0598;1.54;0.2751;1.2507;0.1054;0.0287
GB0003718474;GAW;GAMES WORKSHOP;Spielzeuge;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;10400;neutral;4.45;11229.32;0.0537;mittel;negativ;fairer Preis;positiv;0.0693;STOXX600;18.5;0.1341;0.5729;0.3743;0.7194;0.0757;3;negativ;471;135;0.2866;3.61;0.1224;1.4406;0.37;0.0422
DE0006602006;G1A;GEA GROUP;Sonstige Industrieprodukte;Industrie;Deutschland;09.07.2024;EUR;39.04;eher positive;7.38;42.05;0.0358;niedrig;positiv;leicht unterbewertet;positiv;0.051;STOXX600;12.7;0.098;0.1638;0.109;0.4026;0.3944;4;negativ;5373;393;0.0731;1.15;0.0329;0.9025;0.1069;0.0282
CH0030170408;GEBN;GEBERIT AG;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;09.07.2024;CHF;536.2;neutral;20.22;491.18;-0.0052;mittel;negativ;leicht überbewertet;positiv;-0.004;STOXX600;26.6;0.1583;0.4674;0.2488;0.3712;0.0736;1;neutral;3084;617;0.2001;1.44;0.3307;0.8672;0.2495;0.0241
FR0010040865;GFC;GECINA;Immobilien Investments;Finanzdienstleistungen;Frankreich;09.07.2024;EUR;87.05;neutral;7.12;96.03;-0.2094;mittel;negativ;stark unterbewertet;negativ;-0.0775;STOXX600;12.8;0.0838;-0.1689;0.6991;0.5996;1.301;1;positiv;843;-1787;-2.1198;NULL;0.3306;0.0478;-2.1056;0.0645
DK0010272202;GEN;GENMAB;Biotechnologie;Gesundheitswesen;Dänemark;09.07.2024;DKK;1763.5;eher negative;16.78;1586.15;-0.1817;hoch;positiv;stark unterbewertet;negativ;-0.0638;STOXX600;14.2;0.196;0.1377;0.3438;0.8957;0.2245;2;positiv;16474;4352;0.2642;13.34;0.0193;0.4668;0.2821;0
